63.804,22.699
44.172,19.632
8.589,7.362
21.472,34.969
10.429,48.466
11.043,71.779
20.245,85.276
3.681,107.98
3.0675,141.1
15.951,159.51
4.2945,190.18
21.472,214.11
21.472,236.81
31.902,251.53
29.448,264.42
9.816,278.53
26.38,295.09
36.196,295.09
47.853,304.29
52.761,341.1
25.767,362.58
31.288,398.77
46.626,405.52
33.742,441.72
17.178,463.8
12.883,480.98
14.724,505.52
7.9755,508.59
23.926,530.06
28.221,535.58
19.632,550.31
23.926,574.23
26.38,583.44
44.785,592.02
78.528,530.06
102.45,503.07
61.35,500.61
90.184,482.21
79.141,559.51
119.63,552.15
101.23,442.94
69.325,458.9
75.46,421.47
39.877,477.3
134.36,454.6
158.9,453.99
119.02,447.24
110.43,516.56
150.31,489.57
161.35,503.07
174.85,525.15
181.6,552.76
147.24,588.96
103.68,604.29
109.82,620.25
107.98,634.36
101.84,654.6
76.074,684.05
43.558,690.8
12.27,701.23
26.994,733.74
30.675,760.12
46.626,758.28
42.331,772.39
64.417,766.26
41.104,788.34
98.159,789.57
101.23,760.74
137.42,734.97
147.85,768.1
153.37,782.21
146.63,719.02
157.06,705.52
136.2,702.45
122.09,683.44
136.2,661.35
141.72,639.88
106.75,680.98
90.797,700.61
77.914,728.22
181.6,711.66
207.98,741.72
187.73,752.15
237.42,722.09
252.15,742.33
242.33,686.5
214.11,663.8
259.51,652.15
241.1,642.33
223.31,609.2
192.02,629.45
178.53,620.25
220.25,545.4
256.44,592.02
266.26,557.06
319.02,565.03
325.15,476.07
276.69,518.4
246.01,527.61
244.17,489.57
200,487.12
211.04,505.52
212.88,460.74
211.04,438.04
252.15,424.54
274.85,452.15
328.22,443.56
317.79,414.11
289.57,404.91
309.82,385.28
247.85,387.12
241.1,326.38
226.38,331.9
234.97,342.94
189.57,398.77
160.74,398.16
179.75,422.7
128.83,380.98
117.79,388.34
110.43,393.25
103.68,356.44
88.957,339.26
122.7,339.88
132.52,362.58
143.56,373.01
147.24,357.06
150.31,338.65
187.73,349.08
201.23,327.61
182.82,307.98
157.67,302.45
150.31,295.09
135.58,307.36
123.31,301.84
107.98,261.96
123.31,288.96
88.957,298.16
68.098,273.62
59.509,249.69
47.853,265.64
47.853,235.58
163.8,269.94
152.76,282.21
188.96,265.03
213.5,276.07
246.63,309.2
266.87,310.43
274.23,298.77
280.37,287.12
253.37,271.78
230.67,256.44
202.45,231.9
229.45,225.15
260.12,228.22
188.96,211.66
147.24,188.34
157.67,173.62
136.2,177.3
114.72,185.28
91.411,139.26
82.209,118.4
69.939,131.9
55.828,121.47
46.626,180.37
70.552,182.82
69.939,170.55
92.025,192.02
33.742,198.16
77.914,50.92
69.325,58.282
106.75,31.288
97.546,63.19
114.11,94.478
125.15,92.025
112.88,129.45
77.301,98.773
129.45,121.47
143.56,117.79
166.87,149.08
148.47,152.76
138.65,9.816
147.24,27.607
153.99,50.92
150.31,60.123
124.54,63.19
166.26,88.957
182.21,135.58
203.68,173.01
219.63,128.83
190.18,100.61
202.45,82.822
226.38,51.534
180.37,42.945
176.07,12.27
209.82,7.9755
196.32,4.908
235.58,10.429
236.81,32.515
248.47,39.264
250.92,65.031
254.6,85.89
274.85,82.209
239.26,92.638
222.09,105.52
223.31,98.773
233.74,76.687
278.53,131.29
282.21,171.78
268.1,142.94
263.19,163.19
226.38,177.91
239.88,196.32
300,244.79
283.44,268.71
298.16,181.6
318.4,169.94
344.79,200.61
333.74,222.09
346.01,185.28
355.21,191.41
376.69,205.52
361.35,148.47
381.6,147.24
344.79,117.18
320.25,112.27
325.15,87.73
302.45,65.644
299.39,22.086
285.28,10.429
273.01,27.607
317.79,5.5215
329.45,52.147
342.94,49.693
348.47,44.172
344.79,20.859
356.44,5.5215
341.72,2.454
361.96,34.356
365.03,25.153
380.37,22.086
374.85,38.65
390.8,41.718
405.52,53.374
401.23,36.196
412.27,9.2025
413.5,16.564
438.65,3.681
423.31,8.589
452.15,23.313
457.67,38.65
469.33,25.767
494.48,8.589
475.46,3.681
533.74,45.399
526.99,55.828
502.45,40.491
490.18,51.534
485.28,30.675
542.94,5.5215
557.67,22.086
576.69,44.785
568.71,77.301
575.46,92.638
580.98,85.89
549.69,82.209
534.36,85.89
503.07,82.209
485.89,88.957
473.01,106.14
454.6,91.411
437.42,75.46
458.9,61.35
429.45,52.761
416.56,70.552
403.68,88.957
428.22,100
447.85,120.25
390.18,118.4
369.33,110.43
381.6,76.074
361.35,93.251
373.62,124.54
442.33,151.53
408.59,153.37
458.28,152.76
453.99,169.94
442.33,179.75
461.35,187.12
478.53,182.21
477.3,138.04
514.72,146.63
527.61,158.9
539.88,173.62
521.47,185.28
496.32,161.96
475.46,203.68
492.02,194.48
476.69,217.18
457.67,226.99
442.94,206.13
448.47,222.7
429.45,196.93
409.2,223.31
365.64,234.97
333.74,261.96
319.02,265.03
327.61,286.5
317.18,309.2
334.36,313.5
336.81,333.74
313.5,342.94
290.18,341.1
336.81,407.98
347.85,387.73
396.93,425.77
403.07,386.5
414.72,391.41
385.28,363.19
393.87,369.94
370.55,374.23
411.04,357.67
423.93,343.56
425.77,321.47
395.71,321.47
367.48,295.09
390.8,277.91
369.94,260.74
356.44,252.76
413.5,258.28
416.56,274.23
428.83,276.07
387.73,253.99
437.42,242.94
455.21,243.56
468.71,261.96
505.52,249.69
514.72,269.94
483.44,271.78
457.67,298.77
473.62,322.09
464.42,323.31
440.49,337.42
449.69,352.15
444.17,395.71
431.9,416.56
476.69,393.25
460.12,387.73
460.74,457.67
477.91,450.31
506.75,439.88
515.34,419.02
490.8,405.52
476.07,418.4
530.67,434.97
547.85,461.96
560.74,441.1
552.76,406.75
602.45,437.42
589.57,451.53
573.01,436.81
570.55,463.19
613.5,423.93
628.22,446.01
652.76,450.92
655.21,438.65
671.17,444.79
663.8,423.93
693.87,437.42
612.88,397.55
579.14,385.89
560.74,370.55
531.29,357.06
519.02,358.9
477.91,361.35
490.18,355.21
482.21,377.3
504.29,331.9
539.26,320.25
492.02,300
576.07,318.4
580.37,336.81
547.85,338.65
604.91,315.95
646.63,309.2
661.96,352.76
645.4,338.65
655.83,374.23
684.05,392.64
667.48,406.13
707.36,352.76
697.55,290.8
681.6,295.71
715.34,268.1
717.79,246.63
714.11,255.21
703.07,257.67
681.6,244.17
667.48,274.23
650.31,287.73
637.42,298.16
617.79,280.37
598.77,276.07
648.47,253.99
606.13,230.06
609.82,213.5
584.66,221.47
587.12,213.5
553.37,210.43
552.76,236.2
547.85,204.91
541.72,200.61
512.27,209.2
480.37,236.81
568.1,182.21
305.52,149.69
593.25,172.39
571.17,171.78
564.42,166.26
560.12,143.56
587.12,146.63
606.13,146.01
622.7,146.01
628.83,187.12
618.4,202.45
650.92,198.77
650.92,182.82
641.72,157.06
649.08,144.17
651.53,132.52
673.01,150.92
676.69,142.94
688.96,128.83
669.94,122.7
656.44,94.478
611.04,101.23
631.9,113.5
596.93,101.23
560.12,128.83
504.29,111.66
531.9,122.7
501.84,98.159
630.06,76.687
602.45,50.307
593.25,64.417
601.23,10.429
620.86,18.405
649.69,23.926
666.87,42.331
655.21,50.307
675.46,61.35
679.14,19.018
714.11,79.755
705.52,100.61
715.95,125.77
693.25,116.56
680.37,186.5
688.96,204.29
694.48,224.54
665.03,212.88
376.07,533.74
423.93,528.22
382.82,459.51
446.01,507.36
461.35,504.29
460.12,485.28
480.37,519.02
461.96,531.29
446.63,533.13
438.04,573.62
415.34,580.98
407.36,571.17
385.28,568.1
355.21,579.14
382.82,587.12
397.55,617.79
356.44,621.47
330.06,616.56
319.02,649.69
292.02,663.19
286.5,711.66
211.66,793.25
189.57,780.98
196.93,829.45
65.644,818.4
280.98,822.09
285.89,849.08
329.45,835.58
349.69,802.45
360.74,811.04
393.87,806.13
381.6,788.34
377.3,749.69
338.65,792.02
336.2,766.26
339.88,742.33
404.29,703.68
376.69,652.15
462.58,739.88
465.64,757.67
433.13,766.26
446.01,724.54
487.73,745.4
526.38,769.94
527.61,796.32
472.39,847.24
414.11,829.45
425.77,815.34
412.88,876.69
533.13,857.06
573.62,876.69
585.89,884.66
609.2,882.21
567.48,846.01
573.01,803.68
604.91,830.67
628.83,867.48
652.15,836.2
643.56,819.02
584.05,759.51
588.96,749.69
541.72,720.86
525.77,685.28
479.75,671.17
558.28,685.28
525.77,631.29
535.58,615.34
550.92,566.26
531.9,550.92
525.77,514.11
509.82,527.61
556.44,522.09
564.42,539.26
593.87,582.82
